Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2002 [YR2002],2003 [YR2003],2004 [YR2004],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kazakhstan,KAZ,8270.779757,10021.89696,11119.88781,12428.836,19225.07691,20779.44551,22032.17586,24504.76752,24726.47287,23224.11784,23818.82483,24862.96612,26147.04607,27443.57117
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kenya,KEN,1476.470678,1659.383235,1693.256527,1778.543464,2311.976876,2437.881,2530.347985,2767.402811,3021.433123,3361.977348,3635.265028,4046.208425,4302.999065,4509.322442
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kiribati,KIR,1261.458411,1624.565342,1658.863228,1644.954584,1716.059227,1749.233461,1837.991938,1921.614459,1917.627413,2110.117273,2210.969175,2240.544687,2312.254478,2369.465528
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Dem. People’s Rep.",PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Rep.",KOR,8392.41101,21396.83775,22074.01428,23785.28724,31740.45956,32546.75365,33557.12872,34244.31214,35324.49767,37907.50031,39567.01662,41001.06689,42136.08039,43028.89635
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kosovo,XKX,0,4654.64546,5021.200759,5287.485198,7782.947105,8222.225939,8477.469769,8805.379754,9043.183283,9575.75488,10062.10826,10530.48166,11152.38103,11838.881
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kuwait,KWT,0,57617.37353,68071.04864,75700.9083,73965.97061,78178.0723,82680.38125,78058.51287,70082.42486,47230.62319,44685.35062,50855.49996,51669.73342,51912.01213
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kyrgyz Republic,KGZ,2546.332254,1999.672673,2157.265386,2342.492743,3085.651936,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5254.278486,5470.811536
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lao PDR,LAO,1025.760018,2064.431069,2196.991651,2363.315073,3822.627142,4150.824173,4841.643061,5289.476389,5873.755489,6168.477642,6843.561582,7257.807932,7771.986954,8150.752426
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latvia,LVA,0,10052.59588,11011.10906,12199.20747,17600.41724,19789.47784,21291.23124,22692.81035,23844.29632,24830.92297,26404.52569,28488.92361,30644.60829,32204.45784
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lebanon,LBN,3839.270302,9170.331421,9189.07132,9667.997367,14961.74399,14668.51067,14816.87782,14972.71648,15026.33614,15067.7746,15487.10925,16005.25704,15980.40757,15327.30896
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lesotho,LSO,813.2402636,1363.595916,1460.511666,1534.648914,2173.572399,2328.231961,2354.102063,2621.936623,2871.684565,3093.710719,3063.028826,2783.115662,2813.400913,2882.421901
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liberia,LBR,0,1037.121544,725.3847199,750.1450381,1022.056747,1093.541137,1174.049107,1339.301184,1381.940254,1292.096518,1379.055624,1515.64325,1532.32917,1486.994898
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Libya,LBY,0,17653.70444,19998.57896,21116.61039,29895.2196,11482.09882,24285.30012,19869.11098,14303.01749,12220.0234,11108.71684,13237.99853,15372.36735,15803.05638
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lithuania,LTU,0,10494.34923,12067.90091,13031.53327,20053.90408,22823.95416,24645.69354,26679.97857,28156.18584,28823.81809,30924.93094,33821.19545,35831.86282,38214.20693
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Luxembourg,LUX,29656.33484,58771.50927,60040.23125,64051.82503,85677.63344,92005.01684,91622.17742,95590.5387,101297.5757,103750.7751,110649.6966,112822.6058,116786.48,121292.7393
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Macao SAR, China",MAC,27082.01844,38533.17222,42742.08911,54287.86382,99166.90273,120358.9319,133521.443,153609.8402,154095.7039,117110.1878,115698.0592,126918.2265,135020.7802,129103.0144
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Madagascar,MDG,1212.980734,1174.408877,1274.20009,1336.76533,1534.891278,1548.327823,1530.934508,1535.489162,1555.82338,1546.837114,1606.666934,1584.422678,1651.168811,1714.447454
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malawi,MWI,469.1823932,649.9934312,683.1300311,721.4126314,1021.858988,1062.954455,1034.020079,1108.513657,1078.980573,1018.935262,1025.010957,1037.545868,1067.126779,1103.643616
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malaysia,MYS,6818.401982,13606.05103,14369.82821,15450.0455,20508.75245,21704.74958,22985.82538,23478.0318,24607.70746,24801.88695,25546.00923,26648.32965,28186.70494,29525.57736
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Maldives,MDV,0,8594.75459,9678.550809,10248.25024,12712.20418,13542.92749,13690.52841,14774.15009,15993.16898,16768.69732,17411.05432,17988.69,18945.25865,19698.23575
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mali,MLI,804.2250455,1320.212706,1422.56133,1437.30406,1787.161555,1826.647792,1763.839478,1812.965118,1915.368491,2032.665667,2188.081627,2248.260816,2336.97532,2423.828765
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malta,MLT,9335.808073,19584.6137,20781.60167,21336.32361,27829.82422,28601.70114,29423.39961,31078.43944,33387.07263,36083.36776,38699.6095,41554.93791,43555.20509,45651.575
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Marshall Islands,MHL,1998.490655,2760.841073,2710.465424,2757.248092,3252.367857,3285.582535,3258.500774,3425.601546,3443.028342,3519.218145,3585.710747,3780.93897,3986.06801,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritania,MRT,2639.023737,3005.948569,3183.320395,3328.105268,4092.08467,4225.568913,4262.064847,4481.255364,4295.049304,4200.155677,4700.104005,5077.195472,5161.408836,5412.419162
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritius,MUS,4946.528685,9696.478906,10386.3468,11058.2433,15698.52215,16653.2438,16963.51124,17866.30682,18488.04679,19229.83549,20701.21897,21415.11611,22732.23453,23942.13241
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mexico,MEX,8081.836061,11187.47762,11482.44959,12085.76007,15260.62055,16520.25851,17162.92752,17373.89702,18045.98446,18284.88284,19314.25736,19795.8685,20396.47771,20410.70657
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,1770.813903,2663.933093,2759.388521,2753.504597,3265.69266,3422.289681,3388.224357,3276.300535,3215.174624,3354.508153,3380.736875,3497.917295,3550.41595,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Republic of Moldova,MDA,0,3678.128467,4004.961,4428.072832,6396.089272,6913.602292,7363.162319,8381.671833,8827.054108,9254.848605,10610.47784,11651.31745,12665.00369,13574.05143
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Monaco,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mongolia,MNG,3346.569359,4095.939708,4418.143794,4963.623692,7581.563396,8912.857305,10227.52665,10549.85911,11056.30981,10767.1332,10742.65309,11311.79382,12196.75026,12819.94858
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Montenegro,MNE,0,7100.27723,7332.827866,7835.185552,13645.15403,14472.47919,13863.96478,14870.173,15371.12201,16337.1426,18085.02979,19627.08163,21236.47102,22988.6802
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Morocco,MAR,2549.079851,4014.238492,4281.401808,4553.555494,6332.123545,6712.326003,6702.418324,6916.015457,6609.609108,7024.963089,7112.999215,7314.154487,7613.142868,7826.167677
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mozambique,MOZ,291.4913559,574.1411629,606.9704723,653.1599014,959.0600426,1023.066111,1035.523961,1084.985842,1139.053569,1291.267986,1363.674365,1283.65987,1319.972243,1333.518167
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Myanmar,MMR,425.3340021,1167.577928,1341.340553,1550.912815,3243.000489,3469.139221,3727.142063,4016.316693,4245.80704,4416.546732,4492.018321,4739.910118,5147.854051,5355.27019
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Namibia,NAM,3653.938293,5470.341468,5722.878939,6499.015008,8377.434644,8830.223647,9341.076891,9709.591641,10400.76954,10574.14799,10372.32493,10050.50121,10166.33727,10036.59246
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nauru,NRU,0,0,0,4390.341464,5970.738366,6670.33905,7407.286562,9351.513568,11009.45167,10963.95195,10974.72774,10682.23471,11758.09512,12080.07459
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nepal,NPL,751.8355804,1249.622466,1304.303183,1383.467211,1897.781558,2001.628304,2176.149302,2349.625078,2593.438375,2633.39531,2582.943673,3099.306082,3329.49805,3558.399828
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Netherlands,NLD,19139.94975,34447.20532,34112.31879,35777.31075,45074.03994,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,52283.15685,55347.91239,57565.19756,59686.83163
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Caledonia,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Zealand,NZL,14857.3451,23306.27954,23968.39735,25080.93826,31261.93953,32743.90075,32996.34541,36231.10046,37276.94397,37530.03908,39990.55728,41493.03413,42810.83751,43952.54843
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nicaragua,NIC,1975.413575,2911.117059,2998.111147,3198.371132,3981.045609,4263.154888,4427.932029,4610.305065,4941.71653,5293.865358,5694.0357,6004.031789,5829.257301,5631.201573
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Niger,NER,757.2431487,839.0021875,844.1213434,838.2530064,1054.102947,1059.685982,1150.523555,1119.837709,1137.220911,1143.273529,1140.98727,1161.657065,1224.708549,1269.601399
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nigeria,NGA,2059.134786,2780.792362,2964.36306,3241.724448,4703.205009,4922.702617,4982.946471,5225.174455,5507.1704,5426.332967,5234.67786,5190.354386,5276.718424,5348.339797
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North Macedonia,MKD,5526.361497,6305.372655,6502.733064,7080.163713,11282.2495,11611.24772,11839.70875,12653.55229,13368.18238,13831.1228,14983.16647,15528.91003,16517.49901,17814.86118
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Northern Mariana Islands,MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Norway,NOR,18427.23184,37980.35398,38551.55411,42511.36727,57958.37436,62076.74066,65354.77925,66961.2531,65892.68928,60385.11676,58933.95578,62940.5875,67640.18138,66831.86883
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Oman,OMN,23593.93305,37823.75816,36691.63852,37240.04624,46076.17023,43517.85927,44569.88624,42201.40462,38811.10361,31113.59125,28926.13819,29083.23669,29268.55666,29052.4974
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pakistan,PAK,1923.528703,2753.540648,2898.032945,3127.690789,3890.290662,3993.550131,4018.703769,4103.584078,4238.594521,4373.014234,4410.094753,4571.414491,4851.612751,4884.88139
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Palau,PLW,0,10995.73072,10787.8029,11595.39035,13411.10076,14527.31939,15168.30838,15245.61141,16195.01252,17977.53101,18256.89903,17865.79081,18496.43569,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Panama,PAN,5045.017921,8594.087985,8951.670374,9701.820755,15153.52762,16923.9164,18679.55255,20809.91213,22897.39549,25319.22938,27828.52345,30454.76381,31781.84429,32762.49475
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Papua New Guinea,PNG,1439.246666,2066.013057,2106.823758,2176.646248,3039.786237,3069.758099,3206.196245,3318.804771,3763.077881,4081.298244,4209.043661,4353.270268,4335.899259,4569.44618
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Paraguay,PRY,5391.603019,6589.97221,6876.798505,7223.356771,9993.03297,10490.93554,10022.12546,11086.74562,11425.66114,11471.49423,12029.96623,12594.34143,13153.16003,13210.30791
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Peru,PER,3361.406815,5423.64343,5697.430252,6084.895398,9730.423115,10476.7949,10767.67806,11295.96289,11510.28385,11572.32269,12013.37894,12506.53017,13084.00103,13380.36442
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Philippines,PHL,2665.120307,3657.970447,3835.916705,4115.768911,5626.281401,5865.343674,6296.827679,6614.683925,6960.900647,7186.768858,7703.753729,8120.842309,8717.047981,9277.374369
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Poland,POL,6173.862412,11781.05635,12257.33485,13341.15827,21064.08518,22850.63885,23833.2097,24719.24751,25612.25783,26856.28883,28283.70144,30152.74157,31834.4091,34217.71571
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Portugal,PRT,11758.36265,20356.6473,20828.32592,21458.37186,27280.16586,26769.51189,26438.0163,27936.03966,28742.44038,29668.8592,31604.54631,33086.09677,34340.71335,36470.70677
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Puerto Rico,PRI,13423.48565,25485.62659,25956.53488,28981.39847,30925.40083,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,34921.13875,35948.19196
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Qatar,QAT,0,103476.988,102758.2345,113857.3559,132048.1337,139358.3543,141634.9725,138230.1373,129068.8681,92968.09041,83102.48567,95058.46834,96732.66319,96490.98387
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Romania,ROU,5270.649382,7162.320064,7551.723116,8982.148172,16979.0733,17907.66167,18931.65449,19797.26555,20623.26246,21631.49769,24165.75257,27191.66866,29213.84146,32297.30337
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Russian Federation,RUS,8027.845591,8037.474535,9254.537201,10226.76615,20490.12672,22798.67443,24303.47341,26073.87453,25761.64802,24085.32418,24125.39886,26005.97994,28763.51663,29181.36322
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Rwanda,RWA,558.2357869,760.7722814,779.9258574,848.3433517,1355.539146,1457.122365,1495.911215,1550.288162,1714.572118,1813.750518,1891.834452,1975.252453,2137.850034,2318.48623
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Samoa,WSM,2397.690998,3994.694816,4226.804185,4513.227054,5360.970588,5655.137396,5480.605908,5505.993534,5570.620554,5831.52564,6336.645642,6495.387724,6478.707771,6787.131426
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,San Marino,SMR,0,56226.24965,58682.45153,62180.62483,62761.4508,57943.44687,54447.092,53466.73642,55420.29306,55598.21607,57474.11698,58860.75306,60750.44776,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sao Tome and Principe,STP,0,1880.512595,2001.066219,2087.583577,2876.891114,2997.152472,2954.579167,3318.885261,3817.417926,3837.729243,3889.389392,3915.732375,4037.852314,4128.062159
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Saudi Arabia,SAU,32087.70671,37667.03931,41441.85378,44601.78641,51529.83578,56132.95753,57364.43222,55907.39417,55725.39756,48611.14527,45485.65957,47309.1246,48719.86405,48908.48238
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Senegal,SEN,1476.50368,1961.682864,2079.526872,2204.703299,2662.686941,2682.693606,2764.783809,2749.221591,2830.699106,2971.344983,3075.934479,3203.900758,3393.00442,3535.568779
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Serbia,SRB,0,7224.548923,7637.412181,8479.917193,12806.86247,13746.94867,13933.91998,14629.03831,14659.54911,14922.05991,15734.33289,16534.33908,17563.16537,18989.03966
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Seychelles,SYC,8966.231977,14200.58519,13767.67706,13786.28654,19387.86253,21922.73953,21565.038,22369.39122,23889.78373,24067.19459,25681.31267,27242.65605,28657.40833,30259.96103
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sierra Leone,SLE,776.4069664,786.3705354,835.95782,875.8797585,1134.088556,1203.210272,1405.574424,1746.554465,1787.64913,1586.688648,1596.620542,1642.606593,1702.54097,1789.588431
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Singapore,SGP,23835.36946,45120.4077,48756.56255,54301.69775,75294.35655,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89386.0794,94940.97079,100051.4344,101375.7753
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sint Maarten (Dutch part),SXM,0,0,0,0,34232.35511,37233.96838,32878.44088,32478.29896,33013.23271,32520.0929,32432.99343,32256.33331,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovak Republic,SVK,0,13312.20331,14165.61206,15212.51348,25171.61311,26049.79238,26933.42222,27967.1723,28991.56583,29924.12155,29651.52413,30907.42279,32574.82314,34177.95276
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovenia,SVN,12356.93107,20241.52542,21089.30425,22740.29537,27845.51199,28931.38371,29042.82027,29973.69911,30870.02367,31636.75003,33868.31558,36650.80219,38749.25198,40656.55737
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Solomon Islands,SLB,1221.941509,1271.979025,1344.055352,1411.468426,1832.831573,2064.595803,2142.507048,2185.868783,2216.265053,2235.826964,2271.613906,2337.642684,2421.015878,2465.520643
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Africa,ZAF,6420.883862,8310.759384,8608.736171,9131.268581,11721.55506,12172.31474,12057.26871,12450.4975,12520.71375,12552.34013,12592.48687,12703.42124,12928.79421,12999.12026
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Sudan,SSD,0,0,0,0,3020.950547,2844.516128,1519.142464,2099.235642,1495.509612,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Spain,ESP,13660.53362,24371.59885,25018.76109,26119.93003,31703.86576,31867.97324,31720.12,32434.0032,33525.74063,34912.47613,37282.44251,39575.53515,40482.58901,42214.13039
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sri Lanka,LKA,2306.770067,4542.33594,4860.337881,5218.681236,8194.269658,9007.657363,10315.18025,10852.06404,11256.85605,11557.48705,12224.21577,12584.10442,13168.17142,13620.11848
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Kitts and Nevis,KNA,9360.396349,17857.94138,17340.02482,18298.2415,22094.67597,22768.3058,21486.87409,22152.01154,23951.27439,23921.99162,24927.1923,25355.51718,26510.98282,27448.89535
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Lucia,LCA,6824.589614,9173.656582,9673.441429,10571.12115,12413.398,13256.49611,13080.3874,13489.11137,13761.12341,13551.74682,14291.36489,14945.759,15621.59831,16089.06767
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Martin (French part),MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Vincent and the Grenadines,VCT,3741.731028,6964.279921,7622.948308,8139.55948,10139.81854,10302.42035,10457.15843,10909.46504,11310.13101,11641.84016,12456.95412,12245.01484,12760.58515,12982.89639
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sudan,SDN,1130.580203,2030.524527,2166.786587,2247.833136,3168.551784,3673.486902,4102.80843,4189.448778,4734.833046,5047.927788,4415.769525,4362.578409,4258.775161,4122.526685
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Suriname,SUR,6616.760016,8290.554424,8871.532498,9769.884839,13548.40519,14475.01851,15785.1819,16815.23333,17261.23158,16072.21626,14206.51987,16341.44892,17001.34784,17005.42675
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sweden,SWE,20388.17585,30926.5056,31780.11504,33827.9147,42252.14669,44608.58026,45432.43197,46312.39238,47184.66913,49116.30784,50425.15463,52739.01139,53746.79917,55814.51265
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Switzerland,CHE,27586.76073,37718.30413,37713.96138,39170.18109,53107.38549,56183.83259,57849.58399,60108.51635,61902.16241,63938.97998,65720.14653,67139.04992,69357.48606,70989.25813
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tajikistan,TJK,2641.267528,1278.643314,1419.393195,1579.5858,2328.444563,2496.581231,2750.356111,3027.81901,3303.096196,2991.653596,3097.202027,3089.530208,3311.051043,3519.822017
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tanzania,TZA,959.6029328,1331.992577,1407.386801,1510.495287,2088.098056,2228.705387,2099.454349,2194.924069,2243.625706,2348.443729,2479.261261,2530.438453,2651.091047,2770.681172
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Thailand,THA,4311.669928,8179.397266,8863.741036,9608.546286,13195.37188,13519.12842,14870.97818,15407.66947,15480.21135,15822.35326,16618.76219,17420.56515,18513.29357,19228.29468
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Timor-Leste,TLS,0,1369.737699,1329.549403,1335.847101,1964.515487,2084.59193,2320.073922,2483.1706,2721.056497,2916.823573,3140.873946,3165.799424,3152.570867,3252.546371
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Togo,TGO,833.4761703,1001.329176,1061.184032,1052.025686,1144.331515,1210.142114,1227.156159,1275.325318,1328.380291,1397.333165,1453.747599,1516.526046,1589.183015,1662.072345
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tonga,TON,2321.4358,4034.236903,4171.913068,4242.379484,4889.298528,5151.454825,5339.532136,5313.805671,5567.035411,5849.717335,6092.258366,6321.606933,6414.782721,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Trinidad and Tobago,TTO,7059.864763,16845.83867,19539.48092,21550.53736,30528.82418,30888.02903,30063.2604,30059.89329,29698.46095,27510.40683,26270.08901,26447.59327,26892.8681,27260.81122
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tunisia,TUN,3613.823281,6419.860534,6795.616734,7356.779441,10155.48117,10067.90622,10217.12509,10231.72172,10446.05139,10208.73928,10359.3024,10605.25721,11017.77777,11201.34376
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkey,TUR,8518.552159,9329.813174,9604.02371,10860.11352,17438.8972,19651.67848,20616.86987,22269.03766,23967.11803,25625.57463,26329.36017,27934.16733,28139.14376,27875.19325
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkmenistan,TKM,5436.64605,4548.031154,4736.923441,5055.939296,9810.608197,11294.94843,12057.19597,12739.18195,13490.98716,13690.60427,13866.32472,14205.02158,15195.63347,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turks and Caicos Islands,TCA,0,0,0,0,0,21231.92553,19069.88399,19761.58739,21583.23637,22855.1657,24257.05814,25477.41616,27055.17351,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tuvalu,TUV,1542.80705,2706.083826,2628.841103,2624.523401,2925.616097,3180.104184,3086.009247,3248.194851,3319.10486,3619.410338,3727.711339,3903.655005,4046.549672,4465.230931
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uganda,UGA,669.3589371,1263.801729,1327.694902,1410.603839,2071.696425,2241.123406,1997.533958,1997.911373,2071.449012,2111.494107,2075.606228,2074.860241,2172.185054,2271.649424
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ukraine,UKR,7305.143404,4999.09094,5621.903077,6521.610859,8245.375241,8909.659608,9343.33074,10691.76468,10743.58636,10164.32733,11148.19655,11871.12362,12629.14166,13341.21052
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Arab Emirates,ARE,87226.53927,95549.97018,99238.33634,101871.5094,64881.85646,67686.39295,69102.49129,70374.22006,73619.10058,64901.85202,63968.85387,67183.62656,68548.51472,69900.87785
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Kingdom,GBR,16818.96407,29068.59386,30262.05552,31964.78168,36367.92053,37161.55413,38311.8972,39970.99607,41265.93809,42518.14126,44162.55117,45974.86435,46956.07776,48709.70114
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United States of America,USA,23888.60001,38023.16111,39496.48588,41712.80107,48467.51578,49886.81811,51610.60528,53117.66783,55047.72556,56822.51882,57927.51685,59957.72585,62840.02024,65118.35833
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uruguay,URY,6390.028828,9427.169866,9686.474701,10451.92492,16817.06904,18002.85108,18192.33509,19130.04446,20093.65361,20217.58414,20669.81236,21324.846,22100.31064,22454.65794
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uzbekistan,UZB,2493.490117,2734.591228,2869.680924,3130.132663,5124.122722,5489.078964,5712.824303,5942.396759,6158.502459,6343.149742,6452.927938,6518.804687,6914.889513,7288.765626
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vanuatu,VUT,1654.986462,2037.99834,2110.139082,2196.248102,2888.738336,2905.904722,2930.914618,2956.516263,2997.162069,2953.102197,3009.125533,3121.114376,3203.74158,3273.914944
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Venezuela, RB",VEN,9600.958962,11078.0766,10224.90651,12207.7179,16740.36942,17527.44779,0,0,0,0,0,0,0,0
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vietnam,VNM,917.674244,2282.858299,2462.501396,2694.45806,4213.295913,4523.243719,5042.449686,5358.894732,5745.158585,6102.637264,6573.096338,7155.745829,7765.400252,8374.444328
